# time,Ca_macrophage
4.200000000000000000e+01,1.544890919828794118e-01
4.210000000000000142e+01,1.543386920846848975e-01
4.220000000000000284e+01,1.541898481035737789e-01
4.230000000000000426e+01,1.540425434316528563e-01
4.240000000000000568e+01,1.538967616659704940e-01
4.250000000000000000e+01,1.537524866085167308e-01
4.260000000000000142e+01,1.536097022534597123e-01
4.270000000000000284e+01,1.534683925611044220e-01
4.280000000000000426e+01,1.533285417441625220e-01
4.290000000000000568e+01,1.531901342698755997e-01
4.300000000000000000e+01,1.530531547930953362e-01
4.310000000000000142e+01,1.529175881562834793e-01
4.320000000000000284e+01,1.527834193895118986e-01
4.330000000000000426e+01,1.526506337067979613e-01
4.340000000000000568e+01,1.525192163108406440e-01
4.350000000000000000e+01,1.523891525858686591e-01
4.360000000000000142e+01,1.522604281711970042e-01
4.370000000000000284e+01,1.521330288775949169e-01
4.380000000000000426e+01,1.520069406872859852e-01
4.390000000000000568e+01,1.518821497539479815e-01
4.400000000000000000e+01,1.517586424018540769e-01
4.410000000000000142e+01,1.516364049740660247e-01
4.420000000000000284e+01,1.515154239504851175e-01
4.430000000000000426e+01,1.513956860521699921e-01
4.440000000000000568e+01,1.512771781579620167e-01
4.450000000000000000e+01,1.511598873044853186e-01
4.460000000000000142e+01,1.510438006861466176e-01
4.470000000000000284e+01,1.509289056551259556e-01
4.480000000000000426e+01,1.508151895971138745e-01
4.490000000000000568e+01,1.507026399930779248e-01
4.500000000000000000e+01,1.505912445592242355e-01
4.510000000000000142e+01,1.504809911568082414e-01
4.520000000000000284e+01,1.503718677921348224e-01
4.530000000000000426e+01,1.502638626165581637e-01
4.540000000000000568e+01,1.501569639264818401e-01
4.550000000000000000e+01,1.500511600641303012e-01
4.560000000000000142e+01,1.499464394292926439e-01
4.570000000000000284e+01,1.498427906507282525e-01
4.580000000000000426e+01,1.497402024906687168e-01
4.590000000000000568e+01,1.496386638443681083e-01
4.600000000000000000e+01,1.495381637401029251e-01
