# time,IL6_macrophage
2.010000000000000142e+01,9.988798775960817666e-01
2.020000000000000284e+01,9.989561164233806689e-01
2.030000000000000071e+01,9.990273125589735903e-01
2.040000000000000213e+01,9.990937855165423764e-01
2.050000000000000000e+01,9.991558380637958203e-01
2.060000000000000142e+01,9.992137555098418167e-01
2.070000000000000284e+01,9.992678054532656562e-01
2.080000000000000071e+01,9.993182355005962858e-01
2.090000000000000213e+01,9.993652802995791617e-01
2.100000000000000000e+01,9.994091608592835518e-01
2.110000000000000142e+01,9.994500846291317631e-01
2.120000000000000284e+01,9.994882429527623957e-01
2.130000000000000071e+01,9.995238168755562480e-01
2.140000000000000213e+01,9.995569768850108838e-01
2.150000000000000000e+01,9.995878831135909248e-01
2.160000000000000142e+01,9.996166830214983090e-01
2.170000000000000284e+01,9.996435157917699099e-01
2.180000000000000071e+01,9.996685125393927063e-01
2.190000000000000213e+01,9.996917963423114228e-01
2.200000000000000000e+01,9.997134808680417928e-01
2.210000000000000142e+01,9.997336722749984306e-01
2.220000000000000284e+01,9.997524710701353179e-01
2.230000000000000071e+01,9.997699716558922090e-01
2.240000000000000213e+01,9.997862607754260944e-01
2.250000000000000000e+01,9.998014197400265646e-01
2.260000000000000142e+01,9.998155252005008764e-01
2.270000000000000284e+01,9.998286489772656438e-01
2.280000000000000071e+01,9.998408583353236567e-01
2.290000000000000213e+01,9.998522158639426838e-01
2.300000000000000000e+01,9.998627797816054263e-01
2.310000000000000142e+01,9.998726041958990729e-01
2.320000000000000284e+01,9.998817389970164893e-01
2.330000000000000071e+01,9.998902298122873677e-01
2.340000000000000213e+01,9.998981208839943235e-01
2.350000000000000000e+01,9.999054552619611735e-01
2.360000000000000142e+01,9.999122713763558545e-01
2.370000000000000284e+01,9.999186048844616037e-01
2.380000000000000071e+01,9.999244887455881470e-01
2.390000000000000213e+01,9.999299539948162119e-01
2.400000000000000000e+01,9.999350304937805189e-01
2.410000000000000142e+01,9.999397454105567462e-01
2.420000000000000284e+01,9.999441239847189911e-01
2.430000000000000071e+01,9.999481896236206424e-01
2.440000000000000213e+01,9.999519641557376159e-01
2.450000000000000000e+01,9.999554683228120133e-01
2.460000000000000142e+01,9.999587211588691904e-01
2.470000000000000284e+01,9.999617402917964082e-01
2.480000000000000071e+01,9.999645420209577473e-01
2.490000000000000213e+01,9.999671414865710650e-01
2.500000000000000000e+01,9.999695532806576193e-01
2.510000000000000142e+01,9.999717907746515921e-01
2.520000000000000284e+01,9.999738663608527256e-01
2.530000000000000071e+01,9.999757915582960788e-01
2.540000000000000213e+01,9.999775771655212697e-01
2.550000000000000000e+01,9.999792329131621527e-01
2.560000000000000142e+01,9.999807682828708577e-01
