# time,IL6_macrophage
4.200000000000000000e+01,6.277454420752476283e-02
4.210000000000000142e+01,6.215806939381536556e-02
4.220000000000000284e+01,6.154757674039140064e-02
4.230000000000000426e+01,6.094300991026466163e-02
4.240000000000000568e+01,6.034431300935109987e-02
4.250000000000000000e+01,5.975143029855903981e-02
4.260000000000000142e+01,5.916430676284212264e-02
4.270000000000000284e+01,5.858288792321781485e-02
4.280000000000000426e+01,5.800711980299042697e-02
4.290000000000000568e+01,5.743694892775116217e-02
4.300000000000000000e+01,5.687228998257788659e-02
4.310000000000000142e+01,5.631317107298090818e-02
4.320000000000000284e+01,5.575948468136198571e-02
4.330000000000000426e+01,5.521118152821287428e-02
4.340000000000000568e+01,5.466821233402532204e-02
4.350000000000000000e+01,5.413052781929113266e-02
4.360000000000000142e+01,5.359807870450198491e-02
4.370000000000000284e+01,5.307081578008566308e-02
4.380000000000000426e+01,5.254869006353578981e-02
4.390000000000000568e+01,5.203165244640366865e-02
4.400000000000000000e+01,5.151965383513624347e-02
4.410000000000000142e+01,5.101264675818038136e-02
4.420000000000000284e+01,5.051058391170841488e-02
4.430000000000000426e+01,5.001341737254920428e-02
4.440000000000000568e+01,4.952109987335705926e-02
4.450000000000000000e+01,4.903358641498823528e-02
4.460000000000000142e+01,4.855083077344914122e-02
4.470000000000000284e+01,4.807278883073946157e-02
4.480000000000000426e+01,4.759941005334061837e-02
4.490000000000000568e+01,4.713065543964974069e-02
4.500000000000000000e+01,4.666647930581158121e-02
4.510000000000000142e+01,4.620683687073930124e-02
4.520000000000000284e+01,4.575168546060771890e-02
4.530000000000000426e+01,4.530098185084457940e-02
4.540000000000000568e+01,4.485468323322936574e-02
4.550000000000000000e+01,4.441274734919808259e-02
4.560000000000000142e+01,4.397513248984313838e-02
4.570000000000000284e+01,4.354179749591354648e-02
4.580000000000000426e+01,4.311270147273905257e-02
4.590000000000000568e+01,4.268780282284171529e-02
4.600000000000000000e+01,4.226706115390504309e-02
4.610000000000000142e+01,4.185043665606653224e-02
4.620000000000000284e+01,4.143788997620252712e-02
4.630000000000000426e+01,4.102938221792809537e-02
4.640000000000000568e+01,4.062487494159704865e-02
4.650000000000000000e+01,4.022432994720231969e-02
4.660000000000000142e+01,3.982770828571151334e-02
4.670000000000000284e+01,3.943497203281652597e-02
4.680000000000000426e+01,3.904608378418853581e-02
4.690000000000000568e+01,3.866100650509035619e-02
4.700000000000000000e+01,3.827970353037644935e-02
4.710000000000000142e+01,3.790213856449281549e-02
4.720000000000000284e+01,3.752827562698661523e-02
4.730000000000000426e+01,3.715807872055967853e-02
4.740000000000000568e+01,3.679151237830615567e-02
4.750000000000000000e+01,3.642854153431690500e-02
4.760000000000000142e+01,3.606913146472481152e-02
4.770000000000000284e+01,3.571324778770496727e-02
4.780000000000000426e+01,3.536085646347456035e-02
4.790000000000000568e+01,3.501192376940023138e-02
4.800000000000000000e+01,3.466641609574012961e-02
4.810000000000000142e+01,3.432430025656767192e-02
4.820000000000000284e+01,3.398554343399544375e-02
4.830000000000000426e+01,3.365011313587560476e-02
4.840000000000000568e+01,3.331797719579993738e-02
4.850000000000000000e+01,3.298910377309983988e-02
4.860000000000000142e+01,3.266346133243806793e-02
4.870000000000000284e+01,3.234101841421629236e-02
4.880000000000000426e+01,3.202174395743184743e-02
4.890000000000000568e+01,3.170560726431474047e-02
4.900000000000000000e+01,3.139257794488401615e-02
4.910000000000000142e+01,3.108262591694764196e-02
4.920000000000000284e+01,3.077572140610266085e-02
4.930000000000000426e+01,3.047183492469681190e-02
4.940000000000000568e+01,3.017093693699549051e-02
4.950000000000000000e+01,2.987299829247958005e-02
4.960000000000000142e+01,2.957799021678029008e-02
4.970000000000000284e+01,2.928588421723464855e-02
4.980000000000000426e+01,2.899665208288544974e-02
4.990000000000000568e+01,2.871026588448125083e-02
5.000000000000000000e+01,2.842667366540545595e-02
5.010000000000000142e+01,2.814590796343912141e-02
5.020000000000000284e+01,2.786790123529316737e-02
5.030000000000000426e+01,2.759262803347505358e-02
5.040000000000000568e+01,2.732006291049222935e-02
5.050000000000000000e+01,2.705018041885217522e-02
5.060000000000000142e+01,2.678295511106230931e-02
5.070000000000000284e+01,2.651836154156026262e-02
5.080000000000000426e+01,2.625637434680096194e-02
5.090000000000000568e+01,2.599696817442499405e-02
5.100000000000000000e+01,2.574011768532318001e-02
5.110000000000000142e+01,2.548579809882424441e-02
5.120000000000000284e+01,2.523398456472034784e-02
5.130000000000000426e+01,2.498465227349867118e-02
5.140000000000000568e+01,2.473777742650933725e-02
5.150000000000000000e+01,2.449333591960827991e-02
5.160000000000000142e+01,2.425130376958489417e-02
5.170000000000000284e+01,2.401165785461681357e-02
5.180000000000000426e+01,2.377437467249073760e-02
5.190000000000000568e+01,2.353943123006904323e-02
5.200000000000000000e+01,2.330680542164172489e-02
5.210000000000000142e+01,2.307647433529626257e-02
5.220000000000000284e+01,2.284841503250051309e-02
5.230000000000000426e+01,2.262260457472231590e-02
5.240000000000000568e+01,2.239902102710200280e-02
5.250000000000000000e+01,2.217764400527786478e-02
5.260000000000000142e+01,2.195845170231742680e-02
5.270000000000000284e+01,2.174142226672205400e-02
5.280000000000000426e+01,2.152653384699310807e-02
5.290000000000000568e+01,2.131376555452845975e-02
5.300000000000000000e+01,2.110309795128358784e-02
5.310000000000000142e+01,2.089451025492998146e-02
5.320000000000000284e+01,2.068798164323773850e-02
5.330000000000000426e+01,2.048349129397693605e-02
5.340000000000000568e+01,2.028102178708427253e-02
5.350000000000000000e+01,2.008054800725834338e-02
5.360000000000000142e+01,1.988205527104492526e-02
5.370000000000000284e+01,1.968552321353196979e-02
5.380000000000000426e+01,1.949093166635171639e-02
5.390000000000000568e+01,1.929826135920728256e-02
5.400000000000000000e+01,1.910749418840050270e-02
5.410000000000000142e+01,1.891861131689530004e-02
5.420000000000000284e+01,1.873159414845250448e-02
5.430000000000000426e+01,1.854642435327919295e-02
5.440000000000000568e+01,1.836308386802871714e-02
5.450000000000000000e+01,1.818155489580070353e-02
5.460000000000000142e+01,1.800181990614099781e-02
5.470000000000000284e+01,1.782386163504175516e-02
5.480000000000000426e+01,1.764766238494133027e-02
5.490000000000000568e+01,1.747320414276588504e-02
5.500000000000000000e+01,1.730046985567251089e-02
5.510000000000000142e+01,1.712944268550942520e-02
5.520000000000000284e+01,1.696010600409977517e-02
5.530000000000000426e+01,1.679244339324158578e-02
5.540000000000000568e+01,1.662643864470776320e-02
5.550000000000000000e+01,1.646207576024612262e-02
5.560000000000000142e+01,1.629933895153389684e-02
5.570000000000000284e+01,1.613821192749884462e-02
5.580000000000000426e+01,1.597867832248705405e-02
5.590000000000000568e+01,1.582072248386154692e-02
5.600000000000000000e+01,1.566432892152509054e-02
5.610000000000000142e+01,1.550948230792014056e-02
5.620000000000000284e+01,1.535616747802892416e-02
5.630000000000000426e+01,1.520436942937337770e-02
5.640000000000000568e+01,1.505407332201516742e-02
5.650000000000000000e+01,1.490526447665263023e-02
5.660000000000000142e+01,1.475792811176455076e-02
5.670000000000000284e+01,1.461204958297246739e-02
5.680000000000000426e+01,1.446761454097865440e-02
5.690000000000000568e+01,1.432460878384518230e-02
5.700000000000000000e+01,1.418301825699393517e-02
5.710000000000000142e+01,1.404282905320656735e-02
5.720000000000000284e+01,1.390402741262456582e-02
5.730000000000000426e+01,1.376659972274920513e-02
5.740000000000000568e+01,1.363053251348480231e-02
5.750000000000000000e+01,1.349581225551940537e-02
5.760000000000000142e+01,1.336242558996267316e-02
5.770000000000000284e+01,1.323035938028773936e-02
5.780000000000000426e+01,1.309960062661982318e-02
5.790000000000000568e+01,1.297013646573623620e-02
5.800000000000000000e+01,1.284195417106639980e-02
5.810000000000000142e+01,1.271504115269180522e-02
