time, A,B,C,
0.0,1.0,0.0,1.0,
0.1,0.92862806163519,0.0469866502541765,0.928478267648628,
0.2,0.8640480614658299,0.08837064714177965,0.8633261085384666,
0.30000000000000004,0.805613660489365,0.12474032728496562,0.8038684756273126,
0.4,0.7527400282343127,0.15662534784346557,0.7495584830688002,
0.5,0.7048979904303875,0.18450240069720994,0.6999273244733907,
0.6000000000000001,0.6616087233319335,0.2088003866239821,0.6545633716864626,
0.7000000000000001,0.6224389751407646,0.22990506936216346,0.6131000855950874,
0.8,0.5869967220366965,0.24816330066308626,0.5752079246440698,
0.9,0.5549272449228972,0.2638868306027922,0.5405886071778802,
1.0,0.5259095822431861,0.27735574736302554,0.5089708247956035,
1.1,0.4996533149494675,0.2888215900196053,0.480106888973761,
1.2000000000000002,0.47589566425763474,0.29851015363959466,0.4537700674495899,
1.3,0.4543988521647086,0.3066240361247093,0.4297523752301609,
1.4000000000000001,0.43494773211444976,0.3133449197462299,0.4078627599070225,
1.5,0.4173476306767287,0.31883564571025613,0.38792552912220357,
1.6,0.4014224001433292,0.3232420819790736,0.36977900009598197,
1.7000000000000002,0.38701265585045913,0.3266948102394894,0.3532743138076229,
1.8,0.37397417903914076,0.3293106509802522,0.33827438178308544,
1.9000000000000001,0.36217647093008776,0.33119404083780657,0.32465294215399215,
2.0,0.351501466589587,0.3324382539958895,0.31229372632241226,
2.1,0.34184232482232163,0.333126549726434,0.30108966367204776,
2.2,0.3331023716897494,0.3333331701475092,0.2909421866716208,
2.3000000000000003,0.3251941351758095,0.3331242494980637,0.28176058552692373,
2.4000000000000004,0.31803846693105126,0.3325586390058951,0.273461411403509,
2.5,0.311563750307561,0.33168864809714615,0.2659679270838661,
2.6,0.3057051812412643,0.33056071519313224,0.25920959763181184,
2.7,0.3004041305179261,0.3292159996924297,0.2531216262337581,
2.8000000000000003,0.29560754019354085,0.32769094160498374,0.24764450917163805,
2.9000000000000004,0.29126740823221736,0.3260177356253791,0.24272363969573177,
3.0,0.2873402928111788,0.3242247870250034,0.2383089251136325,
3.1,0.2837868932521531,0.32233709340656985,0.2343544461666634,
3.2,0.280571643735479,0.3203766149785626,0.23081812734796245,
3.3000000000000003,0.27766236606165406,0.3183625879411508,0.2276614412459935,
3.4000000000000004,0.2750299431899044,0.3163118185169307,0.22484912834107554,
3.5,0.2726480277848842,0.31423894359232435,0.22234893865048752,
3.6,0.2704927825900247,0.3121566611710956,0.2201313943567489,
3.7,0.2685426352530283,0.3100759475288811,0.21816956515112793,
3.8000000000000003,0.2667780699984988,0.30800623924095394,0.2164388664372989,
3.9000000000000004,0.2651814247601598,0.30595561064388976,0.21491686583553102,
4.0,0.26373672241046303,0.3039309188589142,0.21358311134595304,
4.1000000000000005,0.2624295030452204,0.3019379484731518,0.21241896503534644,
4.2,0.2612466800484102,0.2999815338319166,0.21140745365714303,
4.3,0.2601764180617675,0.29806566062712114,0.21053313371932353,
4.4,0.25920800352095086,0.2961935754753962,0.2097819589067637,
4.5,0.25833174625541716,0.29436786586207697,0.20914116623701542,
4.6000000000000005,0.25753887566030564,0.2925905460464474,0.20859916444341317,
4.7,0.2568214570489203,0.2908631239165837,0.20814543591985762,
4.800000000000001,0.2561723094242993,0.28918666708557533,0.20777044350068433,
4.9,0.2555849363536796,0.28756185677038587,0.20746554640096862,
5.0,0.25505345940974633,0.28598903978414963,0.20722292196270667,
5.1000000000000005,0.25457255939814605,0.28446827349449516,0.20703549465175233,
5.2,0.2541374228905474,0.2829993661151314,0.20689686996900866,
5.300000000000001,0.2537436951460959,0.28158191129096244,0.20680127460214848,
5.4,0.2533874355312476,0.28021532075464795,0.20674350087288693,
5.5,0.2530650788090921,0.2788988517289192,0.20671885632457868,
5.6000000000000005,0.2527733980397588,0.2776316332114033,0.20672311655147457,
5.7,0.2525094742950423,0.27641268606931835,0.20675248401454568,
5.800000000000001,0.25227066611773413,0.2752409438291023,0.20680354859325584,
5.9,0.25205458308525724,0.27411526976950784,0.206873251406267,
6.0,0.25185906308101597,0.27303447094260364,0.2069588535842944,
6.1000000000000005,0.25168214963228147,0.27199731238433095,0.2070579058044723,
6.2,0.25152207147091543,0.27100252949752324,0.2071682203105239,
6.300000000000001,0.2513772272466021,0.2700488359554176,0.20728784854529544,
6.4,0.2512461664139021,0.26913493530385507,0.2074150553561304,
6.5,0.2511275779730801,0.26825952566701533,0.20754830185776435,
6.6000000000000005,0.25102027451712683,0.2674213088827529,0.20768622361365796,
6.7,0.2509231824407827,0.266618994296898,0.20782761581075596,
6.800000000000001,0.25083532996765295,0.26585130469078905,0.20797141641655684,
6.9,0.2507558376665339,0.2651169801806432,0.2081166923649772,
7.0,0.25068391010703023,0.26441478125178297,0.2082626271074712,
7.1000000000000005,0.25061882697045657,0.2637434924400691,0.20840850779767675,
7.2,0.2505599377257267,0.26310192307555413,0.20855371700175718,
7.300000000000001,0.2505066525225437,0.2624889114279471,0.20869771991360148,
7.4,0.2504584380522985,0.26190332472165423,0.20884005776377093,
7.5,0.2504148119823456,0.26134406049283265,0.20898033959665469,
7.6000000000000005,0.25037533725338934,0.26081004819121695,0.20911823400424492,
7.7,0.2503396191973957,0.2603002485446771,0.20925346452499385,
7.800000000000001,0.25030730006624763,0.2598136551703372,0.20938580173411517,
7.9,0.2502780564756444,0.25934929391120926,0.2095150592853054,
8.0,0.250251595954091,0.2589062230033427,0.20964108884096866,
8.1,0.25022765337532427,0.25848353344216035,0.2097637749233738,
8.200000000000001,0.2502059893173749,0.2580803478931472,0.20988303233670352,
8.3,0.2501863867996568,0.2576958209511541,0.20999880139047178,
8.4,0.2501686496778979,0.25732913823480796,0.21011104554991908,
8.5,0.25015260054845884,0.2569795159217137,0.21021974839331656,
8.6,0.25013807862851983,0.25664620038835745,0.21032491055894803,
8.700000000000001,0.2501249386999766,0.25632846710984497,0.21042654821753545,
8.8,0.25011304902837833,0.25602562040638055,0.21052469011401279,
8.9,0.25010229072673595,0.2557369921943651,0.21061937670487296,
9.0,0.25009255653669094,0.2554619412277914,0.21071065845949108,
9.1,0.2500837488970553,0.2551998530431447,0.21079859312852187,
9.200000000000001,0.25007577947036846,0.25495013844221875,0.21088324512580256,
9.3,0.2500685682758709,0.25471223283193095,0.21096468439914343,
9.4,0.25006204354269695,0.2544855955048584,0.2110429864328732,
9.5,0.25005613961036943,0.25426970878482424,0.21111822914340736,
9.600000000000001,0.2500507971686831,0.2540640771936239,0.21119049345290875,
9.700000000000001,0.2500459632853821,0.25386822659976566,0.21125986352256823,
9.8,0.2500415893188776,0.253681703473091,0.21132642371269444,
9.9,0.2500376315288578,0.2535040742322443,0.21139025974239448,
10.0,0.2500340505507438,0.25333492447553013,0.21145145807216503,
10.100000000000001,0.25003081022701235,0.25317385807660997,0.21151010427094508,
10.200000000000001,0.25002787824588063,0.25302049666034054,0.2115662841728312,
10.3,0.2500252253820722,0.25287447878523484,0.2116200829032088,
