time, cpd43,LPS,TLR,P13K,AKT,FPR1,FPR2,Ca_macrophage,CALM,PP3CA,NFAT,cAMP_macrophage,Ras_macrophage,MEKK1_macrophage,ERK_macrophage,Hsp27,AP1_macrophage,CCL2,p38_macrophage,NFKB_macrophage,IL10mRNA,IL1mRNA,IL6mRNA,TNFamRNA,IL1_macrophage,IL6_macrophage,TNFa_macrophage,IL10_macrophage,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,0.15803013905072058,0.014673264930189445,0.000652367247226997,5.391670632117146e-06,0.6321205562028824,0.6321205562028824,0.3227606135291381,0.05257380594518957,0.002656767839007595,2.688655238650651e-05,0.20141273496399054,0.3227606135291381,0.05257380594518957,0.002656767839007595,2.688655238650651e-05,0.0,0.0,0.002656767839007595,4.361126568416738e-09,3.11689632039107e-09,1.3923774326429893e-13,1.3923774326429893e-13,1.3923774326429893e-13,0.6321205562028823,0.6321205562028823,0.6321205562028823,6.22577788776557e-14,
2.0,1.0,0.2161661792759915,0.03913416829219106,0.005006828672181849,0.00019352311222220182,0.8646647171039659,0.8646647171039659,0.6987278818251681,0.30824328859237926,0.0678526304917453,0.005604492171854833,0.5314475979003835,0.6987278818251681,0.30824328859237926,0.0678526304917453,0.005604492171854833,0.0,0.0,0.0678526304917453,1.404492776469673e-06,1.3538044643751212e-05,9.874475163650016e-10,9.874475163650016e-10,9.874475163650016e-10,0.864664717102842,0.864664717102842,0.864664717102842,1.7561498574849955e-08,
3.0,1.0,0.23755323325006814,0.056423177751641525,0.011799181222177343,0.0009736511344290859,0.9502129330002728,0.9502129330002728,0.8817224627600904,0.5958339710164874,0.2598050141173357,0.05923125504854021,0.7617314355715867,0.8817224627600904,0.5958339710164874,0.2598050141173357,0.05923125504854021,0.0,0.0,0.2598050141173357,2.1321996701077433e-05,0.0006763550240369964,7.221978701233038e-08,7.221978701233038e-08,7.221978701233038e-08,0.9502129246571758,0.9502129246571758,0.9502129246571758,7.027428047334225e-06,
4.0,1.0,0.2454210904987652,0.06597091955422527,0.017945696081917876,0.0022993235473654484,0.9816843619950609,0.9816843619950609,0.9554625972191653,0.7928447210607971,0.5006299561191312,0.20434141026229818,0.8879066139147908,0.9554625972191653,0.7928447210607971,0.5006299561191312,0.20434141026229818,0.0,0.0,0.5006299561191312,9.793388336449828e-05,0.006212674855776583,8.693451936509117e-07,8.693451936509117e-07,8.693451936509117e-07,0.9816827462177015,0.9816827462177015,0.9816827462177015,0.00022833579106309364,
5.0,1.0,0.24831551345213865,0.0706734686615408,0.022218967001139706,0.0037245237713701687,0.9932620538085547,0.9932620538085547,0.9834759528729796,0.9018108358035277,0.7019767961927567,0.40859137424319586,0.9497467120134739,0.9834759528729796,0.9018108358035277,0.7019767961927567,0.40859137424319586,0.0,0.0,0.7019767961927567,0.00024364988025056734,0.024594182965343603,4.095403410534112e-06,4.095403410534112e-06,4.095403410534112e-06,0.9932131340496763,0.9932131340496763,0.9932131340496763,0.002090943282056554,
6.0,1.0,0.2493803121662992,0.07284358776268642,0.02477487641098067,0.004898371515061765,0.997521248665197,0.997521248665197,0.9939022013125728,0.9557277089358083,0.8370119573266263,0.6072017473461313,0.978192449538424,0.9939022013125728,0.9557277089358083,0.8370119573266263,0.6072017473461313,0.0,0.0,0.8370119573266263,0.0004254970671354706,0.06066344989206103,1.1091160866753789e-05,1.1091160866753789e-05,1.1091160866753789e-05,0.9970170117398982,0.9970170117398982,0.9970170117398982,0.009256163584197778,
7.0,1.0,0.249772029493415,0.07380416340820524,0.026164715819157806,0.0057148863515249235,0.9990881179736603,0.9990881179736603,0.997754179029246,0.9807060246546181,0.9162963474417672,0.761339790148447,0.9907554809084016,0.997754179029246,0.9807060246546181,0.9162963474417672,0.761339790148447,0.0,0.0,0.9162963474417672,0.000598619840288278,0.11253381029416401,2.1179801893557502e-05,2.1179801893557502e-05,2.1179801893557502e-05,0.9964449680792615,0.9964449680792615,0.9964449680792615,0.02614323475318292,
8.0,1.0,0.24991613433292778,0.0742172639035713,0.026873044112269595,0.006221633120019022,0.9996645373317113,0.9996645373317113,0.9991734612794072,0.9917947097195962,0.95897007375176,0.8646435732539169,0.9961495313988382,0.9991734612794072,0.9917947097195962,0.95897007375176,0.8646435732539169,0.0,0.0,0.95897007375176,0.0007358534306078719,0.17441048626566338,3.218864600349331e-05,3.218864600349331e-05,3.218864600349331e-05,0.9908019501057425,0.9908019501057425,0.9908019501057425,0.05515839020561364,
9.0,1.0,0.24996914752004265,0.07439121214209142,0.027217612824979327,0.006511728544046079,0.9998765900801707,0.9998765900801707,0.9996958861398251,0.9965738798799403,0.9805901901586269,0.9272363343406289,0.9984180841516609,0.9996958861398251,0.9965738798799403,0.9805901901586269,0.9272363343406289,0.0,0.0,0.9805901901586269,0.0008314673500218974,0.24032505852842637,4.205200305281724e-05,4.205200305281724e-05,4.205200305281724e-05,0.9780026326115575,0.9780026326115575,0.9780026326115575,0.0956523594474256,
10.0,1.0,0.24998864995811587,0.07446328974987929,0.027379474050153053,0.006668201230213024,0.9999545998324637,0.9999545998324637,0.999888115921448,0.9985896430336034,0.991070225960283,0.9625046285385743,0.9993571932827973,0.999888115921448,0.9985896430336034,0.991070225960283,0.9625046285385743,0.0,0.0,0.991070225960283,0.0008921051033941216,0.3059021605882798,4.9709064219641494e-05,4.9709064219641494e-05,4.9709064219641494e-05,0.9564578525512327,0.9564578525512327,0.9564578525512327,0.14485728597373201,
11.0,1.0,0.24999582451306407,0.07449278027009001,0.027453473486537903,0.006748855240581395,0.9999832980522565,0.9999832980522565,0.9999588388941048,0.9994259870737793,0.9959826071698696,0.9813247491986182,0.9997411370631321,0.9999588388941048,0.9994259870737793,0.9959826071698696,0.9813247491986182,0.0,0.0,0.9959826071698696,0.0009279408504160838,0.36853508004962887,5.5051710488813255e-05,5.5051710488813255e-05,5.5051710488813255e-05,0.9259599567002759,0.9259599567002759,0.9259599567002759,0.19934984066061995,
12.0,1.0,0.24999846391368624,0.074504723624691,0.02748657965997942,0.006788973525314603,0.9999938556547453,0.9999938556547453,0.9999848574552264,0.999768535190758,0.9982254545525431,0.9909539109314214,0.9998965335810547,0.9999848574552264,0.999768535190758,0.9982254545525431,0.9909539109314214,0.0,0.0,0.9982254545525431,0.000947997759288748,0.42694241006500755,5.848873447142287e-05,5.848873447142287e-05,5.848873447142287e-05,0.8876115430570416,0.8876115430570416,0.8876115430570416,0.2560591679904224,
13.0,1.0,0.2499994349020956,0.07450951996036739,0.027501131144732724,0.006808364920432834,0.9999977396083826,0.9999977396083826,0.999994429320501,0.99990738194321,0.9992280463431586,0.9957185607503357,0.9999589069868239,0.999994429320501,0.99990738194321,0.9992280463431586,0.9957185607503357,0.0,0.0,0.9992280463431586,0.0009587512059716094,0.4806679623930889,6.0564608333301185e-05,6.0564608333301185e-05,6.0564608333301185e-05,0.8432788194294,0.8432788194294,0.8432788194294,0.312668469704758,
14.0,1.0,0.24999979211073967,0.07451143254530107,0.027507433580910227,0.006817519539200589,0.9999991684429588,0.9999991684429588,0.9999979506460076,0.9999631807369588,0.9996685041793858,0.9980129063878054,0.9999837680847964,0.9999979506460076,0.9999631807369588,0.9996685041793858,0.9980129063878054,0.0,0.0,0.9996685041793858,0.0009643199103818595,0.5297097120365044,6.175717665382208e-05,6.175717665382208e-05,6.175717665382208e-05,0.7950260064328588,0.7950260064328588,0.7950260064328588,0.3676252085465094,
15.0,1.0,0.2499999235163388,0.07451219061286816,0.027510129411738006,0.006821756945132334,0.9999996940653553,0.9999996940653553,0.999999246030526,0.9999854437573389,0.9998592134356814,0.99909305693057,0.9999936182710408,0.999999246030526,0.9999854437573389,0.9998592134356814,0.99909305693057,0.0,0.0,0.9998592134356814,0.0009671223327808852,0.5742890452790822,6.24151155735015e-05,6.24151155735015e-05,6.24151155735015e-05,0.7447406276956129,0.7447406276956129,0.7447406276956129,0.4199890934808865,
16.0,1.0,0.24999997186602568,0.0745124895612199,0.027511270362000757,0.006823685754097214,0.9999998874641028,0.9999998874641028,0.9999997226576166,0.9999942733581018,0.9999407799261827,0.9995920059867272,0.9999975014877238,0.9999997226576166,0.9999942733581018,0.9999407799261827,0.9995920059867272,0.0,0.0,0.9999407799261827,0.0009684992065943811,0.6147215750404876,6.276619237074736e-05,6.276619237074736e-05,6.276619237074736e-05,0.6939636514692115,0.6939636514692115,0.6939636514692115,0.46925422354775354,
17.0,1.0,0.24999998965144996,0.07451260691261079,0.0275117487915001,0.006824551157215648,0.9999999586058,0.9999999586058,0.9999998979848468,0.9999977566137221,0.9999752987203113,0.9998187712918203,0.9999990254002253,0.9999998979848468,0.9999977566137221,0.9999752987203113,0.9998187712918203,0.0,0.0,0.9999752987203113,0.0009691620221334859,0.6513502268863445,6.294836780742032e-05,6.294836780742032e-05,6.294836780742032e-05,0.6438593279524851,0.6438593279524851,0.6438593279524851,0.5152011622211178,
18.0,1.0,0.24999999619301472,0.07451265279313081,0.027511947783037075,0.006824934585888585,0.9999999847720591,0.9999999847720591,0.999999962471052,0.9999991243919462,0.999989772844689,0.9999203923347568,0.999999621049981,0.999999962471052,0.9999991243919462,0.999989772844689,0.9999203923347568,0.0,0.0,0.999989772844689,0.0009694755225122187,0.6845129768932698,6.304067949851691e-05,6.304067949851691e-05,6.304067949851691e-05,0.5952554921155013,0.5952554921155013,0.5952554921155013,0.5577904697014053,
19.0,1.0,0.2499999985995027,0.07451267066962762,0.027512029961501285,0.006825102604288993,0.999999994398011,0.999999994398011,0.9999999861940129,0.9999996593735796,0.9999957934268111,0.9999653757632085,0.999999853082177,0.9999999861940129,0.9999996593735796,0.9999957934268111,0.9999653757632085,0.0,0.0,0.9999957934268111,0.0009696215403380078,0.7145286870110745,6.308650645360692e-05,6.308650645360692e-05,6.308650645360692e-05,0.5487078828380659,0.5487078828380659,0.5487078828380659,0.5970916641332947,
20.0,1.0,0.2499999994847144,0.07451267761265681,0.02751206368204341,0.006825175509874893,0.999999997938858,0.999999997938858,0.9999999949203572,0.9999998678673301,0.9999982798043046,0.9999850726325823,0.9999999431828873,0.9999999949203572,0.9999998678673301,0.9999982798043046,0.9999850726325823,0.0,0.0,0.9999982798043046,0.0009696886338956423,0.7416919070009256,6.310885315688564e-05,6.310885315688564e-05,6.310885315688564e-05,0.5045641780079301,0.5045641780079301,0.5045641780079301,0.6332377636923483,
21.0,1.0,0.24999999981064425,0.07451268030330155,0.027512077445107256,0.0068252068759135885,0.9999999992425774,0.9999999992425774,0.999999998133347,0.9999999489121301,0.999999300480435,0.9999936161833397,0.9999999780935579,0.999999998133347,0.9999999489121301,0.999999300480435,0.9999936161833397,0.0,0.0,0.999999300480435,0.0009697190971530471,0.7662718971425921,6.311958020625075e-05,6.311958020625075e-05,6.311958020625075e-05,0.46301823105742473,0.46301823105742473,0.46301823105742473,0.6663967502680782,
22.0,1.0,0.24999999993043867,0.07451268134238788,0.027512083031137627,0.006825220262417686,0.9999999997217549,0.9999999997217549,0.9999999993142701,0.9999999802980056,0.9999997169250996,0.9999972896121304,0.9999999915733236,0.9999999993142701,0.9999999802980056,0.9999997169250996,0.9999972896121304,0.0,0.0,0.9999997169250996,0.000969732780136465,0.7885135233499853,6.312465803271417e-05,6.312465803271417e-05,6.312465803271417e-05,0.42415264887135057,0.42415264887135057,0.42415264887135057,0.6967537812800044,
